id_transacao,transactions
904,fofinha;calcinha;luziane;kids;lisa;algodão;tanga
905,lisa;toalha;rosto
906,regata;italico;camisa
907,july;malha;calcinha;algodao;kids;juvenil;estampada
908,moda;bordado;bichinhos;algodao;short;elastico;liso;camiseta;algodão;bordada
909,penteada;malha;frutas;meia;vestido;marinho
910,lisa;toalha;rosto
911,original;italico;regata;boné;camisa
912,malha;verde;regata;pentmoletom;letras;conjunto;camiseta
913,bege;sandalia;fase;pimpolho
914,sandalia;mini;trekker;pimpolho;caramelo;fase
915,peças;nascido;meia;mecbee;pagao;wêdja;recem
916,manga;fria;malha;blusa;short;elastico;liso;algodão
917,pimpolho;meia;pares;macacoazul;banana;azul
918,manga;folia;fria;malha;meia;blusa;cupcake;kids;camisa;longa;lisa
919,visual;canelada;zafirinha;regata;calcinha;luziane;kids;mania;short;estampada
920,manga;detalhe;polo;careca;plaquinha;mgrm;camisa;gola;algodão
921,fralda;nature;bordada
922,durma;baby;doll;stylo
923,short;turma;sunga
924,malha;calcinha;kids;bordada
925,baby;thalyta;pagão;bordado
926,babador;parapipi;flanela
927,begepretacaramelo;polo;cuecas;gola;dâbles;calça;calcinha;luziane;camisa;zuzinha;estampada
928,confecções;cueca;lisa;haos
929,malha;mescla;claro;conjunto;suedine
930,manga;moda;fria;malha;naclefs;fofinha;blusa;calcinha;kids;short;zafirinha;fashion;juvenil;tanga
931,calcinha
932,penteada;malha;meia;rosa;vestido;fofura
933,calcinha;estampada;luziane
934,regata;italico;camisa
935,visual;canelada;regata;kids;short;mania;zafirinha
936,durma;doll;baby;stylo;juvenil
937,denguinho;sergio;machao;modas;regata;pantufa
938,july;moda;malha;intima;calcinha;algodao;kids;estampada
939,simples;pimpolho;peças;festa;meia;infantil;fashion;pagão;branca
940,calcinha
941,july;moda;malha;intima;calcinha;algodao;kids;estampada
942,curto;babado;camilly;bermuda;machao;russa;sergio;modas;regata;infantil;estampado;tactel;biquini;montanha;amanda
943,calça;basica;selene;meia
944,nature;argila;linen;laranja;pentmoletom;marrom;conjunto;bright
945,textura;dino;pentmoletom;conjunto;bege
946,cokit;sport;sutiã
947,malha;regata;camiseta
948,aberto;micol;visual;sport;canelada;bojo;regata;girls;kids;short;mania;zafirinha;estampado;mijão
949,jardineira;zangadinho;masculina
950,italicomar;prata;regata;italico;short;camisa;mauricinho
951,fria;malha;regata;short;kids;zafirinha
952,proteção;infantil;camisa
953,bordado;careca;regata;calcinha;baby;kids;macacão;bolso;boys;lauma;gabriel;frontal;toalha;amorarma;marinheiro;diferente;gola;rosto;camisa;lisa
954,body;aberto;saia;coelhinha;liso;bunny;short;best;elastico;estampado;mijão;algodão
955,curto;bermuda;italicomar;machao;russa;sergio;modas;prata;regata;italico;short;camisa;estampado;tactel;montanha
956,game;fotografica;vici;pijama;bicicleta;vidi;maquina;basquete;lazinho;kids;over;camisa;conjunto;longo
957,langerie;bojo;lili;sutia
958,curto;bermuda;russa;estampado;tactel;montanha
959,lisa;matheus;cueca;kids;camiseta;algodão
960,lisa;toalha;rosto
961,baby;micol;camiseta;kids
962,picueta;kikarinho;bord;short;elastico;liso;suedine;estampado;shorts;camiseta;algodão;bordada
963,social;rafa;pedrita;bicos;girls;calcinha;baby;paris;vestido
964,lisa;toalha;rosto
965,aberto;manga;folia;moda;liso;blusa;kids;feel;infantil;today;longa;mijão
966,curto;pimpolho;masculino;russa;curta;liso;conjunto;estampado;algodão;celeste;manga;moletinho;tactel;camiseta;azul;moda;bichinhos;meia;montanha;bermuda;malha;verde;pentmoletom;italico;short;pares;elastico;camisa;escuro;lisa
967,alça;lycra;nadador;needfeel;calcinha;luziane;juvenil;lisa
968,lisa;meia;vystek;coxa;legue
969,sutiã;bojo;girls;cokit;sport
970,visual;anos;curta;regata;kids;marinho;conjunto;manga;preta;penmoletom;articolare;alakazo;jeans;leinad;mania;sfel;bermuda;prisma;italico;ttheus;shirt;bordadinos;camisa;juvenil
971,lisa;toalha;rosto
972,careca;regata;italicomar;bolso;sarja;denim;stylo;tactel;durma;oten;marands;prata;fake;gola;shortcamisa;bermuda;camisa;italico;short;pijama
973,microfibra;july;macacao;malha;meia;kids;amarilis;brilhante;conjunto;brisa;azul
974,langerie;bojo;lili;sutia
975,bordada;fofinha;camiseta;liso;calcinha;luziane;kids;short;elastico;juvenil;lisa;algodão;tanga
976,social;lili;langerie;bojo;perolas;cinto;rafa;pedrita;girls;calcinha;baby;vestido;voalvoil;sutia
977,july;moda;malha;bojo;intima;girls;calcinha;algodao;kids;sport;estampada
978,body;suspensporio;coelhinho;bunny;best
979,bermuda;linho;cinto;camisa;rotas;gola;padre
980,july;lisa;malha;calcinha;algodao;kids;luziane;juvenil;estampada
981,alto;cano;masc;pimpolho;moda;bone;desenho;meia;colorida;infantil;pijama;azultubarao;algodão
982,lisa;moda;mordedor;pimpolho;bichinhos;unissex;dinossauro;camiseta;algodão;azul
983,lisa;machao;sergio;modas;regata;camiseta;algodão
984,lisa;meia;vystek;coxa;legue
985,loka;denguinho;moda;bichinhos;faixa;pantufa;lika;camiseta
986,maju;faixa
987,fralda;soft;nature;bordada;toalha
988,fofa;confecções;calcinha;cueca;bordada
989,branco;pimpolho;bebe;trifil;festa;meia;calça;infantil;fashion
990,visual;moda;naclefs;canelada;regata;blusa;kids;short;mania;fashion;juvenil;algodão;amanda
991,pimpolho;festa;meia;fashion;branca
992,curto;bermuda;russa;estampado;tactel;montanha
993,pimpolho;lady;kids;conjunto;franzida;sutiã;blusa;vestido;sport;branco;folia;cotton;meia;brancodourado;malha;festinha;cool;white;pares;cokit
994,langerie;bojo;lili;sutia
995,durma;italicomar;prata;short;stylo;pijama;tactel;longo
996,nadador;alça;needfeel;lycra
997,moda;listras;bordado;bichinhos;boné;camiseta
998,lisa;toalha;rosto
999,curto;lisa;bermuda;folia;italicomar;russa;jardineira;regata;conjunto;prata;kids;short;estampado;tactel;camiseta;algodão;abacaxi;montanha
1000,juvenil;supreme;boné
1001,ccapuz;cforro;felpa;parapipi;toalha
1002,fralda;nature;trocador;portatil;bordada
1003,curto;bermuda;folia;little;machao;russa;sergio;modas;regata;conjunto;kids;diverso;estampado;tactel;montanha
1004,baby;fofinho;trico;caramelo
1005,calça;basica;selene;meia
1006,bola;pimpolho;vermelha;chocalho;unissex
1007,conjunto;kids;cris;jady
1008,moda;italicomar;bichinhos;prata;short;tactel;camiseta
1009,penteada;malha;feliz;meia;rosa;conjunto
1010,melissa;vestido;modas;gospel
1011,july;malha;calcinha;algodao;kids;juvenil;estampada
1012,july;malha;calcinha;algodao;kids;juvenil;estampada
1013,masc;pimpolho;brancaxadrez;selene;meia;brancacarro;colorida;verdeastronauta;lisa;soquete
1014,body;pascoa;saia;minha;bunny;best
1015,soft;pano;pimpolho;cinza;coala;felpa;caricia;unissex;meia;minasrey;baby;toalha;pares;boca;cueiro;parapipi;pinguimcinza
1016,lisa;toalha;rosto
1017,lisa;moda;listras;bordado;bichinhos;haos;confecções;cueca;short;boné;elastico;liso;camiseta;algodão
1018,lisa;toalha;rosto
1019,maxi;salmao;laranja;regata;nikko;conjunto;flower;tartaruga;italicomar;boné;taquetel;mini;penteada;borboleta;meia;prata;cherry;penteadacotton;mauricinho;polka;malha;verde;adidas;rosa;italico;short;camisa;fofura
1020,juvenil;calcinha;lisa;luziane
1021,amorarma;cuecas;tradicional;matheus;calcinha;cueca;luziane;juvenil;lisa
1022,academia;lisa;toalha;rosto
1023,dani;visual;canelada;dinda;regata;calcinha;baby;kids;simples;luxo;vestido;zafirinha;variados;pedrita;mania;shorts;mayara;laço;faixa;pinçado;short;bordada
1024,italicomar;prata;regata;italico;short;camisa;mauricinho
1025,langerie;bojo;lili;sutia
1026,masc;moda;pimpolho;bichinhos;begeabacate;meia;presente;ludica;camiseta
1027,micol;camiseta;saldo
1028,langerie;bojo;lili;sutia
1029,moda;bichinhos;short;elastico;liso;camiseta;algodão
1030,moda;naclefs;short;fashion;juvenil
1031,moda;pimpolho;trico;bichinhos;camila;cesponja;higienizador;rosa;camiseta;touca;mamadeiras
1032,lili;langerie;bojo;calcinha;luziane;juvenil;lisa;sutia
1033,fralda;bilu;algodão;pedrita;bicos;regata;calcinha;baby;conjunto;tapa;voalvoil;camiseta;bico;bordada
1034,curto;bermuda;machao;russa;sergio;modas;regata;estampado;tactel;montanha
1035,lisa;manga;moda;bichinhos;estampada;camisa;longa;camiseta;toalha;rosto
1036,lisa;toalha;rosto
1037,bermuda;haos;confecções;machao;russa;sergio;modas;matheus;regata;cordao;cueca;tactel;lisa;montanha
1038,lisa;short;elastico;liso;camiseta;algodão
1039,sandalia;pimpolho;fase;basica;bege
1040,lisa;toalha;rosto
1041,bunda;lili;moda;malha;bojo;langerie;calcinha;kids;infantil;rica;bordada;sutia
1042,curto;visual;canelada;russa;anos;regata;kids;estampado;italicomar;zafirinha;tactel;camiseta;prata;mania;mauricinho;montanha;bermuda;malha;ttheus;italico;short;camisa
1043,nadador;alça;needfeel;lycra
1044,haos;confecções;sutiã;malha;jade;kangyadiezi;matheus;calcinha;estampada;luziane;kids;cueca;intimate;lisa;algodão;bordada
1045,aberto;lisa;estampado;mijão;camiseta;algodão;bordada
1046,ondas;cuecas;short;juvenil;estampada;sunga
1047,calcinha;baby;bico;pedrita
1048,penteada;malha;meia;vestido;fofura;bege
1049,bojo;pedrita;camiseta;bicos;girls;calcinha;baby;luziane;estampada;sport;lisa;algodão;bordada
1050,style;conjunto;kids;folia
1051,regata;sergio;machao;modas
1052,lisa;moda;bichinhos;camiseta;algodão
1053,aberto;micol;baby;kids;botões;pijama;longo
1054,regata;kids;nikko;conjunto;texture;veneza;vestido;coral;penteada;jeans;diferente;gola;lines;bermuda;polo;malha;rosa;italico;camisa;zuzinha;florence
1055,cokit;sport;sutiã
1056,luziane;calcinha;lisa;algodão
1057,corpo;moda;sutiã;naclefs;kangyadiezi;colado;bianca;intimate;calcinha;short;fashion;juvenil;jade
1058,lisa;toalha;rosto
1059,durma;legin;moda;folia;doll;montaria;conjunto;baby;kids;stylo;estampado;infantil;juvenil
1060,blusa;algodão;amanda
1061,luziane;calcinha;lisa;algodão
1062,caricia;babete;minasrey
1063,lisa;toalha;rosto
1064,saia;lala;short;kids
1065,cuecas
1066,manga;folia;fria;malha;suedini;doce;genty;liso;blusa;cupcake;kids;short;estampado;ribana;longa;shorts
1067,july;microfibra;lisa;moda;malha;boxer;intima;calcinha;algodao;kids;cueca;mallbeck;estampada
1068,masc;bermuda;pimpolho;machao;sergio;meia;modas;regata;sarja;kids;colorida;algodao;wisny;mgrm;camiseta;brancotenis
1069,micol;baby;kids;infantil;pijama;longo;punho
1070,malha;conjunto;ursinha;suedine
1071,visual;canelada;regata;kids;mania
1072,cuecas
1073,malha;conjunto;ursinha;suedine
1074,pagao;baby;thalyta
1075,durma;lisa;doll;baby;stylo;camiseta;algodão
1076,pedrita;bicos;calcinha;baby;voalvoil
1077,lisa;toalha;rosto
1078,soft;machao;regata;kids;infantil;menino;macacão;estampado;algodão;micol;sergio;camiseta;babete;moda;bichinhos;maternidade;modas;nice;saida;reto;short;babay;pijama;lukinha;lisa;bordada
1079,maju;macacao;lauma;faixa;kikarinho;baby;vestido;maya
1080,durma;baby;doll;stylo
1081,ccapuz;soft;fechado;eduardo;pagao;conj;boca;denguinho;dengo;moletom;pano;nature;peças;calça;elian;pantufa;mayara;mecbee;ccamiseta;manta;cueiro
1082,neon;fruto;salmao;laranja;regata;curta;turquesa;claro;conjunto;longo;manga;moletinho;boys;bita;camiseta;penmoletom;azul;alakazoo;macacao;penteada;meia;sfel;body;malha;mescla;italico;bordadinos;camisa
1083,taquetel;folia;prata;regata;kids;short;estampado;diverso;conjunto
1084,dani;laço;faixa;pinçado;baby;vestido;diversas;berna;mayara
1085,prata;sandalia;fase;pimpolho
1086,penteada;malha;meia;rosa;calcinha;luziane;vestido;smile;lisa;algodão
1087,visual;durma;moda;naclefs;canelada;fashion;regata;kids;stylo;mania;pijama;short;juvenil;longo
1088,blusa;algodão;amanda
1089,durma;bermuda;pijama;sarja;kids;colorida;stylo;wisny;longo
1090,pimpolho;canelada;amarelo;nikko;floriu;angel;vestido;protection;sandalia;preto;penteada;meia;mares;babuche;malha;transparente;verde;white;camisa
1091,penteada;malha;meia;vestido;ursinho;azul
1092,curta;italico;manga;camisa
1093,malha;waffle;salmao;vestido;coral;bright
1094,july;moda;fria;malha;naclefs;regata;calcinha;algodao;kids;short;fashion;juvenil;estampada
1095,masc;pimpolho;passarinho;caricia;colher;unissex;helicopteroazul;meia;minasrey;liso;pares;infantil;silicone;prendedor;chupeta;bege;babete;azul
1096,malha;regata;fria
1097,bermuda;selfie;machao;sergio;modas;regata;moletom
1098,lisa;picueta;kikarinho;bord;camiseta;algodão;bordada
1099,curta;italico;manga;camisa
1100,conjunto;white;moletinho
1101,lisa;toalha;rosto
1102,girls;bojo;sport
1103,lisa;toalha;rosto
1104,academia;lisa;toalha
1105,july;malha;calcinha;algodao;kids;juvenil;estampada
1106,safari;curta;regata;cfundobco;brincalhão;infantil;marinho;claro;estampado;conjunto;cueiro;suedine;vira;estampa;liso;denguinho;nuvem;manga;doce;petutinha;sued;bebê;mijão;parapipi;azul;fralda;moda;bichinhos;lencol;minasrey;calça;ribana;longa;touca;body;aberto;mijao;celastico;malha;color;cloud;revensivel;mescla;sonho;lisaestampada;estamp;pijama;ccalça;bordestam;carinha
1107,visual;canelada;regata;kids;mania
1108,neon;view;malha;waffle;melange;laranja;amarelo;conjunto;flexmoletom;bright
1109,blas;verde;travesseiro;pedrita;retangular;calcinha;baby;conjunto;moletom;voalvoil;bege;felpado
1110,lisa;toalha;rosto
1111,luziane;calcinha;lisa;algodão
1112,ecotex;doce;flor;fofinha;tecido;calcinha;kids;vestido;tanga;azul
1113,taquetel;prata;regata;italico;short;camisa;estampado
1114,micol;reto;lisa;baby;kids;short;elastico;liso;babay;estampado;camiseta;algodão;bordada
1115,lisa;toalha;rosto
1116,careca;plaquinha;mgrm;camisa;gola
1117,indri;careca;kids;camisa;gola
1118,manga;fria;malha;blusa;short;kids;zafirinha
1119,algodão;higiene;camiseta;murano;bordada
1120,jardineira;zumvest;saia;branca
1121,july;moda;naclefs;malha;intima;blusa;calcinha;algodao;kids;short;fashion;juvenil;estampada;algodão;amanda
1122,fralda;lisa;moda;pimpolho;bichinhos;bordestam;baloes;masculino;meia;matheus;cueca;kids;pares;camiseta;algodão
1123,haos;confecções;tradicional;matheus;calcinha;cueca;luziane;lisa;algodão
1124,juvenil;supreme;boné
1125,haos;tradicional;matheus;cueca;boné;liso;radical;estampado;estampada;stilo
1126,juvenil;view;bermuda;selfie;preto;malha;penteada;meia;reativo;moletom;camiseta;flex
1127,indri;careca;kids;camisa;gola
1128,kids;short;zafirinha
1129,langerie;bojo;costura;selene;boxer;cueca;infantil;lili;sutia
1130,penteada;malha;frutas;meia;amarelo;vestido
1131,lisa;fofinha;calcinha;luziane;kids;estampada;algodão;tanga
1132,lisa;toalha;rosto
1133,fralda;bilu;denguinho;macacao;mijao;nascido;meia;regata;baby;pantufa;tapa;infantil;estampado;conjunto;vira;suedine;recem
1134,beverly;calcinha;kids;algodão;manga;blusa;capri;legue;suave;fria;cotton;fofinha;meia;high;vystek;calca;estampada;tanga;amanda;legging;malha;rosa;coxa
1135,linho;vestido;estampa;marie
1136,luziane;calcinha;lisa;algodão
1137,visual;branco;canelada;laço;regata;kids;short;mania;rotas
1138,lisa;toalha;rosto
1139,lisa;toalha;rosto
1140,regata;italico;machao;camisa
1141,lisa;toalha;rosto
1142,bege;sandalia;fase;pimpolho
1143,dani;micol;laço;faixa;baby;kids;infantil;pijama;longo;punho
1144,lisa;toalha;rosto
1145,visual;indri;babado;pimpolho;canelada;machao;dinda;regata;calcinha;baby;kids;curta;estampado;algodão;branca;renda;bicos;zafirinha;tactel;camiseta;variados;legue;taquetel;festa;pedrita;meia;prata;luziane;mania;vystek;mauricinho;shorts;estampada;mayara;guipir;coxa;italico;short;camisa;fashion;lisa;fanny
1146,mijao;malha;color;estamp;cfundobco;estampado;riana
1147,fralda;bilu;pedrita;luxo;calcinha;baby;tapa;bico;bordada
1148,lisa;calcinha;luziane;estampada;algodão
1149,conjunto;cotton;jeans;azul
1150,regata;italico;camisa
1151,lisa;short;elastico;liso;camiseta;algodão
1152,body;folia;saia;felpa;panda;action;moletom;kids;dvystek;marinho;conjunto;shorts
1153,microfibra;cuecas;boxer;cueca;mallbeck;estampada
1154,pimpolho;alimentador;unissex;infantil;unico;silicone
1155,masc;pimpolho;meia;colorida;pares;passarinhobrancabranca;azul
1156,juvenil;bermuda;selfie;lacoste;machao;sergio;marands;apolo;modas;amarelo;regata;conjunto;camisa;moletom;listrado;penmoletom
1157,cokit;sport;sutiã
1158,fralda;bilu;recem;nascido;meia;regata;baby;tapa;conjunto;camiseta;algodão;bordada
1159,dinda;calcinha;shorts;variados
1160,pimpolho;maxi;canelada;felpa;feliz;beverly;laranja;amarelo;sevilha;calcinha;conj;natty;vivo;conjunto;vermelho;nikko;algodão;canelado;flower;modelliflorenc;little;moletinho;ursinho;flowers;blusa;vestido;moletom;fase;sandalia;penteada;meia;prata;luziane;shorts;malha;saia;rosa;fofura;lisa;bege
1161,microfibra;neon;malha;laranja;conjunto
1162,lisa;manga;camisa;longa;indicius
1163,bermuda;puppy;regata;italico;camisa;moletom
1164,paulina;vestido;calcinha
1165,moda;naclefs;calcinha;short;luziane;fashion;juvenil;lisa;algodão
1166,visual;canelada;regata;calcinha;kids;algodão;naclefs;moletom;moda;folia;luziane;mania;estampada;calca;lovely;cool;short;fashion;juvenil;lisa
1167,july;bermuda;bright;malha;cotton;beverly;laranja;high;rosa;calcinha;algodao;kids;juvenil;estampada;ciclista
1168,nightcall;bermuda;cinza;felpa;polo;malha;pentead;meia;amarelo;rosita;camisa;moletom
1169,malha;nikko;vestido;laranja
1170,grande;ecotex;malha;punch;peace;rosa;vestido;conjunto;boca;berlimt
1171,malha;action;blusa;short;turma;marinho;poliester;sunga
1172,visual;canelada;regata;kids;mania
1173,visual;canelada;felpa;beverly;regata;kids;estampado;italicomar;machão;moletom;tactel;taquetel;silk;prata;mania;mauricinho;shorts;ramora;saia;rosa;italico;short;camisa;zuzinha
1174,calcinha;estampada;luziane
1175,cuecas
1176,lisa;calcinha;luziane;estampada;algodão
1177,malha;verde;action;blusa;marinho;poliester;windsurf
1178,toalhas;alça;feminino;lycra;nadador;malha;desenho;brandili;needfeel;vestido
1179,nadador;alça;needfeel;lycra
1180,curta;italico;manga;camisa
1181,ttheus;macacao
1182,fralda;ccapuz;bambi;caricia;especial;minasrey;cmxcm;toalha;baby;bebê;parapipi;estampado;cobertor;cueiro;carinhas;babete;star
1183,meses;poliamida;pimpolho;bebe;meia;calça;magikelly;calca;branca
1184,sandalia;pimpolho;strass;tule;vestido;mania;marinho;pura;fase;azul
1185,malha;waffle;verde;namibia;conjunto
1186,july;moda;malha;canelada;cotton;selene;boxer;intima;calcinha;algodao;kids;cueca;infantil;vestido;white;estampada
1187,confecções;haos;cuecas;matheus;cueca;lisa
1188,conjunto;vidi;vici;give
1189,acacia;malha;verde;sevilha;blusa;canelado
1190,micol;canelada;camiseta;regata;blusa;baby;kids;vystek;lisa;algodão;amanda
1191,langerie;bojo;lili;sutia
1192,moda;bichinhos;camiseta;algodão;bordada
1193,nadador;alça;needfeel;lycra
1194,durma;stylo;longo;pijama
1195,lisa;calcinha;luziane;academia;estampada;toalha
1196,body;meias;malha;vinny;boys;meia;unid;carro;luva;suedine;mayara;azul
1197,calcinha
1198,aberto;moda;naclefs;calcinha;luziane;short;pijama;fashion;juvenil;estampada;naktis
1199,matheus;cueca;adulto
1200,suave;malha;lacos;waffle;rosa;vestido;nikko;conjunto;melange
1201,alto;rosaurso;cano;manga;pimpolho;fria;malha;rosamacaquinho;meia;blusa;colorida;short;kids;zafirinha
1202,articolare;bege;bermuda
1203,soft;malha;cotton;verde;blusa;glimmer;eucalipto;calca
1204,action;kids;infantil;marinho;conjunto;suedine;algodão;moletinho;linen;shark;novo;moletom;jaqueta;ursos;moda;folia;area;papai;floresta;lime;malha;super;pijama;felpado
1205,lisa;toalha;rosto
1206,jaqueta;mescla;escuro;moletom;felpado
1207,alça;lycra;nadador;needfeel;calcinha;luziane;juvenil;lisa
1208,folia;ziper;moletom;kids;conjunto;adventure
1209,micol;baby;kids;infantil;pijama;longo;punho
1210,micol;folia;ziper;moletom;kids;baby;infantil;pijama;conjunto;longo;punho
1211,bilu;poliamida;pimpolho;bordado;picueta;sortida;estampado;vira;algodão;kikarinho;mijão;camiseta;meia;ribana;estampada;aberto;mijao;bord;brancalosango;begecoracao;bordada
1212,academia;lisa;toalha;rosto
1213,game;folia;moletom;kids;conjunto
1214,mayara;babado;frase;confecções;bolinha;fofa;cabelo;luvas;faixa;meia;saldo;calcinha;luva;coxa;bordada
1215,malha;croche;rosa;turquia;vestido;trazina
1216,babador;baby;semaninha;minasrey
1217,short;elastico;liso;camiseta;algodão;bordada
1218,moda;naclefs;malha;verde;sevilha;blusa;short;fashion;juvenil;alga;canelado;windsurf
1219,calcinha;estampada;luziane
1220,paulina;baby;calcinha;vestido;tiara;mimo
1221,bermuda;selfie;marands;look;baby;moletom
1222,fralda;sergio;machao;modas;minasrey;regata
1223,paulina;vestido;calcinha
1224,july;malha;calcinha;algodao;kids;juvenil;estampada
1225,folia;ziper;moletom;kids;conjunto;adventure
1226,academia;lisa;toalha
1227,bermuda;machao;russa;sergio;modas;regata;cordao;tactel;montanha
1228,pimpolho;brancocinza;colors;tenis;urban;street
1229,girls;bojo;sport
1230,blusa;rebekids;short;conj
1231,micol;microfibra;durma;boxer;matheus;estampada;baby;cueca;kids;stylo;pijama;mallbeck;camiseta;longo;shortcamisa
1232,bermuda;fino;color;ludr;calça;kids;sarja;wisny;sport
1233,curto;fralda;bermuda;circus;russa;estampado;tactel;bordestam;montanha
1234,lisa;toalha;rosto
1235,fralda;minasrey;caricia
1236,july;sutiã;malha;calcinha;algodao;kids;cokit;juvenil;sport;estampada
1237,fralda;berco;luxo;americano;unid;minasrey;dengo;cbainha
1238,silk;machão;basiica;regata;camisa;juvenil;zuzinha;lisa
1239,machao;calcinha;fofa;naclefs;sergio;camiseta;babete;moda;caricia;bichinhos;modas;minasrey;bando;short;camisa;fashion;juvenil;cortinado;bordada
1240,bermuda;polo;malha;pentead;meia;amarelo;rosita;kids;camisa;diferente;artico;azul
1241,moda;naclefs;calcinha;short;luziane;fashion;juvenil;lisa
1242,regata;sergio;machao;modas
1243,bermuda;linho;daiane;pedrita;voalvoil;calcinha;baby;kids;vestido;diferente;mayara
1244,desenho;bone
1245,aloha;penteada;sarja;marinho;conjunto
1246,laco;maju;pimpolho;travessinhos;jeans;faixa;pedrita;meia;calcinha;baby;short;elastico;liso;voalvoil;lisa;algodão;branca
1247,jaqueta;mescla;moletin;kamylus;escuro;infteen
1248,folia;awesome;ziper;moletom;kids;conjunto
1249,safari;short;infantil;pijama;camiseta
1250,visual;canelada;bojo;doll;regata;baby;cueca;kids;mallbeck;microfibra;langerie;boxer;stylo;lili;sutia;durma;preto;fria;cotton;high;mania;calca;ramora;legging;malha;reativo;lisa
1251,july;lisa;moda;naclefs;malha;calcinha;algodao;luziane;kids;short;fashion;juvenil;estampada;algodão
1252,regata;italico;machao;camisa
1253,july;malha;matheus;calcinha;algodao;kids;cueca;juvenil;estampada
1254,listras;verde;pentmoletom;conjunto;onda
1255,calcinha;estampada;luziane;boné;estampado;lisa;algodão
1256,visual;reto;moda;naclefs;canelada;regata;kids;short;mania;liso;fashion;juvenil;algodão
1257,visual;canelada;regata;kids;short;mania;zafirinha
1258,pedrita;luxo;bianca;calcinha;baby;vestido;mayara
1259,indri;taquetel;bermuda;bordada;tartaruga;malha;russa;regata;italico;cordao;kids;short;camisa;tactel;camiseta;algodão;montanha
1260,durma;haos;matheus;cueca;stylo;pijama;estampada;longo
1261,alça;sutiã;lycra;nadador;needfeel;cokit;sport
1262,lisa;calcinha;luziane;estampada;algodão
1263,taquetel;bermuda;haos;confecções;cuecas;russa;prata;regata;italico;cordao;cueca;estampada;short;camisa;estampado;tactel;lisa;montanha
1264,penteada;malha;meia;vestido;marinho;colheita
1265,alto;cano;masc;pimpolho;azulcachorro;meia;begetigre;colorida;verdemacaco
1266,malha;waffle;vestido;natty;vermelho
1267,penteada;malha;raposinha;meia;vestido;bege
1268,bordado;malha;nikko;conjunto;azul
1269,cokit;sport;sutiã
1270,taquetel;short;tartaruga
1271,little;canelada;moletinho;malha;cotton;jeans;penteada;ursinho;meia;turquesa;rosa;vestido;conj;marinho;nikko;azul
1272,aplique;mapa;apolo;boné;conjunto;bege;magnetico;penmoletom
1273,bermuda;puppydiferente;jeans;calça;sarja;kids;moletom
1274,bermuda;machao;russa;sergio;modas;cordao;camisa;juvenil;tactel;montanha
1275,curto;babado;pimpolho;nanai;calcinha;baby;infantil;sugar;liso;conjunto;algodão;luxuosa;branca;renda;camiseta;branco;macacao;moda;bichinhos;festa;pedrita;meia;elian;kamylus;mayara;body;feminina;brandili;rosa;short;kyly;elastico;fashion;bico;bordada
1276,intimate;jade;sutiã;kangyadiezi
1277,mayara;malha;bianca;calcinha;kids;vestido;bordada
1278,folia;machao;sergio;modas;regata;blusa;cool;kids;calcinha;estampada;luziane;moletom;calca;algodão;amanda
1279,denguinho;malha;rainha;pantufa;conjunto;suedine
1280,pimpolho;reversivel;unissex;atoalada;fofurinha;infantil;longo;meias;branca;simples;luvinha;macacao;peças;dayane;meia;patibu;femmasc;touca;pagão;vinny;malha;tricot;lisa
1281,moda;bichinhos;short;ribana;elastico;liso;shorts;camiseta;algodão
1282,sutiã;kangyadiezi;intimate;cokit;sport;jade
1283,lisa;toalha;rosto
1284,flores;boca;pano;soft
1285,lisa;toalha;rosto
1286,camiseta;algodão;bordada
1287,moda;naclefs;blusa;calcinha;luziane;short;kids;zafirinha;fashion;juvenil;lisa;algodão;amanda
1288,costura;boxer;selene;original;cueca;boné;infantil
1289,durma;stylo;longo;pijama
1290,langerie;bojo;lili;sutia
1291,girls;bojo;sport
1292,marinho;regata;italico;camisa;screen;camiseta
1293,saia;felpa;fofinha;amarelo;rosita;calcinha;luziane;kids;moletom;shorts;lisa;algodão;tanga
1294,social;bordado;renda;meia;brando
1295,visual;canelada;felpa;beverly;regata;kids;infantil;liso;algodão;mydouu;moletom;mijão;camiseta;moda;bichinhos;mania;shorts;aberto;saia;rosa;macaquito;bordada
1296,lisa;toalha;rosto
1297,moda;mijao;bichinhos;camiseta;short;elastico;liso;estampado;riana;algodão
1298,body
1299,fria;malha;felpa;alga;verde;saia;beverly;regata;calcinha;rosa;luziane;vermelho;natty;moletom;shorts;lisa;algodão
1300,curta;italico;manga;camisa
1301,moda;bichinhos;short;kids;zafirinha;camiseta;algodão;bordada
1302,lisa;toalha;rosto
1303,legging;cotton;beverly;rosa;high;calca
1304,academia;lisa;toalha
1305,juvenil;calcinha;lisa;luziane
1306,regata;calcinha;baby;kids;infantil;liso;algodão;longo;micol;atual;camiseta;fria;pedrita;fofinha;tanga;malha;short;elastico;pijama;bico;bordada;punho
1307,social;forbez;calça;sarja;camisa;indicius;bege
1308,luziane;calcinha;lisa;algodão
1309,calcinha
1310,penmoletom;branco;bermuda;moletinho;apolo;lime;white;baby;conjunto;indicius;branca
1311,bege;manga;penteada;malha;meia;curta;italico;vestido;camisa;juvenil;texture
1312,maxi;laranja;penteadacotton;conjunto;flower
1313,micol;baby;kids;infantil;pijama;longo;punho
1314,malha;saia;felpa;verde;amarelo;sevilha;rosita;blusa;shorts;moletom;alga;canelado
1315,bermuda;machao;sergio;puppy;modas;regata;italico;camisa;moletom
